Id,Назва організації,Назва програми,Тип програми,Назва етапу,Номер етапу,Обсяг,ProgramAmountUnitOfMeasure,Дата відправлення реєстру,Сформував,Статус,Область,Район,Населений пункт,Реєстраційний номер заявки,Дата рєстрації заявки,Реєстраційний номер,Дата реєстрації,Назва або ПІБ сільгосвиробника,Тип особи,Податковий номер,IBAN рахунку для виплат,Обсяг підтримки
57,Укрдержфонд,[wf 30.08] утримання корів 2-5000 / заявка+договір+реєстр,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""за утримання великої рогатої худоби (корів)""",Етап 3,23434,грн.,2022-09-05 20:35:56.285313,Мельник Антон Назарович,Затверджено,ЛЬВІВСЬКА ОБЛАСТЬ,МОСТИСЬКИЙ РАЙОН,ЛИПНИКИ,Z139-00150,2022-09-05 20:29:22.271636,2020-000136,2020-02-21 12:36:40.569000,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МИР""",Юридична особа,03374758,898989898898998989889989989,23434
56,Укрдержфонд,Бюджетна субсидія на одиницю оброблюваних угідь (1 га) (Копія 1),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""на один гектар земель сільськогосподарського призначення""",Етап 3,97987,грн.,2022-09-05 19:14:09.395616,Мельник Антон Назарович,Затверджено,ЛЬВІВСЬКА ОБЛАСТЬ,МОСТИСЬКИЙ РАЙОН,ЛИПНИКИ,Z143-00148,2022-09-05 19:05:37.893293,2020-000136,2020-02-21 12:36:40.569000,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МИР""",Юридична особа,03374758,898989898898998989889989989,44444
56,Укрдержфонд,Бюджетна субсидія на одиницю оброблюваних угідь (1 га) (Копія 1),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""на один гектар земель сільськогосподарського призначення""",Етап 3,97987,грн.,2022-09-05 19:14:09.395616,Мельник Антон Назарович,Затверджено,ЛЬВІВСЬКА ОБЛАСТЬ,МОСТИСЬКИЙ РАЙОН,ЛИПНИКИ,Z138-00144,2022-09-05 18:49:59.919836,2020-000136,2020-02-21 12:36:40.569000,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МИР""",Юридична особа,03374758,898989898898998989889989989,53543
1,Укрдержфонд,"Підтримка виробників сільськогосподарської продукції за напрямом ""за утримання корів усіх напрямів продуктивності""",Надання грантів в рамках міжнародної фінансової допомоги,"Перевірка заборгованості та формування реєстру виплат за напрямом ""за утримання корів усіх напрямів продуктивності""",Етап 2,72500,грн.,2022-07-22 13:45:50.289855,Мельник Антон Назарович,Затверджено,ВОЛИНСЬКА ОБЛАСТЬ,ЛУЦЬКИЙ РАЙОН,РОМАНІВ,Z007-00004,2022-07-22 13:42:36.737805,18,2020-02-21 14:17:35.602000,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""РОМАНІВ""",Юридична особа,30740160,555555555555555555555555555,46000
1,Укрдержфонд,"Підтримка виробників сільськогосподарської продукції за напрямом ""за утримання корів усіх напрямів продуктивності""",Надання грантів в рамках міжнародної фінансової допомоги,"Перевірка заборгованості та формування реєстру виплат за напрямом ""за утримання корів усіх напрямів продуктивності""",Етап 2,72500,грн.,2022-07-22 13:45:50.289855,Мельник Антон Назарович,Затверджено,ВОЛИНСЬКА ОБЛАСТЬ,ЛУЦЬКИЙ РАЙОН,РОМАНІВ,Z007-00001,2022-07-22 13:25:03.129157,18,2020-02-21 14:17:35.602000,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""РОМАНІВ""",Юридична особа,30740160,555555555555555555555555555,26500
9,Укрдержфонд,"Підтримка виробників сільськогосподарської продукції за напрямом ""на один гектар земель сільськогосподарського призначення""",Надання грантів в рамках міжнародної фінансової допомоги,"Подача заявки та формування реєстру виплат за напрямом ""на один гектар земель сільськогосподарського призначення""",Етап 1,87000.5,грн.,2022-08-02 17:12:36.232389,Мельник Антон Назарович,Затверджено,ВІННИЦЬКА ОБЛАСТЬ,ВІННИЦЬКИЙ РАЙОН,ОЛЕКСАНДРІВКА,Z017-00018,2022-08-02 17:07:48.679859,86,2020-03-01 20:08:31.437000,"ФЕРМЕРСЬКЕ ГОСПОДАРСТВО ""НАЗКОЛ""",Юридична особа,37261942,123456789777777777777777777,87000.5
19,Укрдержфонд,[wf 22.08.22] [без групи] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Подача заявки та формування Переліку отримувачів за напрямом ""на один гектар земель сільськогосподарського призначення""",Етап 1,6500.5,грн.,2022-08-25 13:03:36.702315,Мельник Антон Назарович,Затверджено,ОДЕСЬКА ОБЛАСТЬ,ПОДІЛЬСЬКИЙ РАЙОН,,Z053-00037,2022-08-25 12:48:26.571019,2020-000013,2020-02-05 16:43:33.405000,"СЕЛЯНСЬКЕ (ФЕРМЕРСЬКЕ) ГОСПОДАРСТВО ""ЕМАНУІЛ """,Юридична особа,30909920,123123123212312312312312312,6500.5
20,Укрдержфонд,[wf 22.08.22] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Формування та затвердження Переліку отримувачів  (за напрямом 1 га),Етап 3,45889.7,грн.,2022-08-25 13:27:38.856541,Мельник Антон Назарович,Затверджено,ОДЕСЬКА ОБЛАСТЬ,ПОДІЛЬСЬКИЙ РАЙОН,,Z053-00037,2022-08-25 12:48:26.571019,2020-000013,2020-02-05 16:43:33.405000,"СЕЛЯНСЬКЕ (ФЕРМЕРСЬКЕ) ГОСПОДАРСТВО ""ЕМАНУІЛ """,Юридична особа,30909920,123123123212312312312312312,45889.7
21,Укрдержфонд,[wf 22.08.22] Бюджетна дотація за утримання корів,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Формування та затвердження Переліку отримувачів (за напрямом утримання корів),Етап 3,61698.67,грн.,2022-08-26 08:20:17.868637,Мельник Антон Назарович,Затверджено,ВОЛИНСЬКА ОБЛАСТЬ,ЛУЦЬКИЙ РАЙОН,РОМАНІВ,Z058-00041,2022-08-26 07:54:07.399511,2020-000018,2020-02-21 14:17:35.602000,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""РОМАНІВ""",Юридична особа,30740160,555555555555555555555555555,56000.12
21,Укрдержфонд,[wf 22.08.22] Бюджетна дотація за утримання корів,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Формування та затвердження Переліку отримувачів (за напрямом утримання корів),Етап 3,61698.67,грн.,2022-08-26 08:20:17.868637,Мельник Антон Назарович,Затверджено,,,,Z058-00040,2022-08-26 07:40:16.852638,2020-000009,2020-02-17 10:43:02.855000,МОЛЧАН СВІТЛАНА СТЕПАНІВНА,Фізична особа,2266123662,123213213123213213213123787,5698.55
22,Укрдержфонд,[wf 22.08.22] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Формування та затвердження Переліку отримувачів  (за напрямом 1 га),Етап 3,410000.9,грн.,2022-08-26 08:25:21.843810,Мельник Антон Назарович,Затверджено,ОДЕСЬКА ОБЛАСТЬ,ПОДІЛЬСЬКИЙ РАЙОН,,Z057-00038,2022-08-26 07:26:15.537509,2020-000013,2020-02-05 16:43:33.405000,"СЕЛЯНСЬКЕ (ФЕРМЕРСЬКЕ) ГОСПОДАРСТВО ""ЕМАНУІЛ """,Юридична особа,30909920,123123123212312312312312655,345000.5
22,Укрдержфонд,[wf 22.08.22] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Формування та затвердження Переліку отримувачів  (за напрямом 1 га),Етап 3,410000.9,грн.,2022-08-26 08:25:21.843810,Мельник Антон Назарович,Затверджено,,,,Z055-00039,2022-08-26 07:36:38.883718,2020-000009,2020-02-17 10:43:02.855000,МОЛЧАН СВІТЛАНА СТЕПАНІВНА,Фізична особа,2266123662,123213213123213213213123787,65000.4
23,Укрдержфонд,test steps v3.1,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,test steps v2.1,Етап 1,5640.66,грн.,2022-08-26 13:18:34.831858,Мельник Антон Назарович,Затверджено,ЛЬВІВСЬКА ОБЛАСТЬ,МОСТИСЬКИЙ РАЙОН,ЛИПНИКИ,Z061-00042,2022-08-26 13:12:18.221818,2020-000136,2020-02-21 12:36:40.569000,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МИР""",Юридична особа,03374758,523423423423423423423432432,5640.66
24,Укрдержфонд,[wf 22.08.22] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Формування та затвердження Переліку отримувачів  (за напрямом 1 га),Етап 3,2420.23,грн.,2022-08-26 13:24:29.138092,Мельник Антон Назарович,Затверджено,ЛЬВІВСЬКА ОБЛАСТЬ,МОСТИСЬКИЙ РАЙОН,ЛИПНИКИ,Z061-00042,2022-08-26 13:12:18.221818,2020-000136,2020-02-21 12:36:40.569000,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МИР""",Юридична особа,03374758,523423423423423423423432432,2420.23
28,Укрдержфонд,[wf 22.08.22] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Формування та затвердження Переліку отримувачів  (за напрямом 1 га),Етап 3,201991.58,грн.,2022-08-28 15:01:05.107103,Мельник Антон Назарович,Затверджено,ОДЕСЬКА ОБЛАСТЬ,ПОДІЛЬСЬКИЙ РАЙОН,,Z062-00047,2022-08-28 14:12:38.458850,2020-000013,2020-02-05 16:43:33.405000,"СЕЛЯНСЬКЕ (ФЕРМЕРСЬКЕ) ГОСПОДАРСТВО ""ЕМАНУІЛ """,Юридична особа,30909920,123123123212312312312312655,78000
28,Укрдержфонд,[wf 22.08.22] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Формування та затвердження Переліку отримувачів  (за напрямом 1 га),Етап 3,201991.58,грн.,2022-08-28 15:01:05.107103,Мельник Антон Назарович,Затверджено,ПОЛТАВСЬКА ОБЛАСТЬ,РАЙОНИ М.ПОЛТАВИ,КИЇВСЬКИЙ,Z062-00049,2022-08-28 14:16:30.051327,2021-000989,2021-06-04 20:14:19.734000,Копча Вадим Володимирович,ФОП,3485105071,234324324234234234234234234,8990.88
28,Укрдержфонд,[wf 22.08.22] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Формування та затвердження Переліку отримувачів  (за напрямом 1 га),Етап 3,201991.58,грн.,2022-08-28 15:01:05.107103,Мельник Антон Назарович,Затверджено,ВОЛИНСЬКА ОБЛАСТЬ,ЛУЦЬКИЙ РАЙОН,,Z062-00048,2022-08-28 14:13:13.022418,2020-000396,2020-02-13 15:56:29.568000,"ФЕРМЕРСЬКЕ ГОСПОДАРСТВО ""ЕКО-ТУР""",Юридична особа,36716772,555555555555555555555555555,54000
28,Укрдержфонд,[wf 22.08.22] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Формування та затвердження Переліку отримувачів  (за напрямом 1 га),Етап 3,201991.58,грн.,2022-08-28 15:01:05.107103,Мельник Антон Назарович,Затверджено,,,,Z062-00046,2022-08-28 14:10:22.209996,2020-000009,2020-02-17 10:43:02.855000,МОЛЧАН СВІТЛАНА СТЕПАНІВНА,Фізична особа,2266123662,123213213123213213213123787,61000.7
30,Укрдержфонд,[wf 22.08.22] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Формування та затвердження Переліку отримувачів  (за напрямом 1 га),Етап 3,127000,грн.,2022-08-28 15:41:34.732153,Мельник Антон Назарович,Затверджено,ПОЛТАВСЬКА ОБЛАСТЬ,РАЙОНИ М.ПОЛТАВИ,КИЇВСЬКИЙ,Z062-00055,2022-08-28 15:33:01.504060,2021-000989,2021-06-04 20:14:19.734000,Копча Вадим Володимирович,ФОП,3485105071,234324324234234234234234234,58000
30,Укрдержфонд,[wf 22.08.22] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Формування та затвердження Переліку отримувачів  (за напрямом 1 га),Етап 3,127000,грн.,2022-08-28 15:41:34.732153,Мельник Антон Назарович,Затверджено,,,,Z062-00052,2022-08-28 15:20:25.193711,2020-000009,2020-02-17 10:43:02.855000,МОЛЧАН СВІТЛАНА СТЕПАНІВНА,Фізична особа,2266123662,123213213123213213213123787,29000
30,Укрдержфонд,[wf 22.08.22] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Формування та затвердження Переліку отримувачів  (за напрямом 1 га),Етап 3,127000,грн.,2022-08-28 15:41:34.732153,Мельник Антон Назарович,Затверджено,ВОЛИНСЬКА ОБЛАСТЬ,ЛУЦЬКИЙ РАЙОН,,Z062-00053,2022-08-28 15:20:52.631707,2020-000396,2020-02-13 15:56:29.568000,"ФЕРМЕРСЬКЕ ГОСПОДАРСТВО ""ЕКО-ТУР""",Юридична особа,36716772,555555555555555555555555555,40000
31,Укрдержфонд,Бюджетна субсидія на одиницю оброблюваних угідь (1 га) (Копія 1),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""на один гектар земель сільськогосподарського призначення""",Етап 3,45000,грн.,2022-08-30 08:29:47.868181,Мельник Антон Назарович,Затверджено,ОДЕСЬКА ОБЛАСТЬ,ПОДІЛЬСЬКИЙ РАЙОН,,Z070-00063,2022-08-30 07:30:16.304287,2020-000013,2020-02-05 16:43:33.405000,"СЕЛЯНСЬКЕ (ФЕРМЕРСЬКЕ) ГОСПОДАРСТВО ""ЕМАНУІЛ """,Юридична особа,30909920,123123123212312312312312655,45000
33,Укрдержфонд,[wf 30.08] утримання корів 2-5000 / заявка+договір+реєстр,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""за утримання великої рогатої худоби (корів)""",Етап 3,34553,грн.,2022-08-30 14:06:12.253538,Мельник Антон Назарович,Затверджено,,,,Z086-00073,2022-08-30 13:37:22.362975,2020-000009,2020-02-17 10:43:02.855000,МОЛЧАН СВІТЛАНА СТЕПАНІВНА,Фізична особа,2266123662,123213213123213213213123787,34553
34,Укрдержфонд,Бюджетна субсидія на одиницю оброблюваних угідь (1 га) (Копія 1),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""на один гектар земель сільськогосподарського призначення""",Етап 3,65464,грн.,2022-08-30 14:06:37.219425,Мельник Антон Назарович,Затверджено,ЛЬВІВСЬКА ОБЛАСТЬ,МОСТИСЬКИЙ РАЙОН,ЛИПНИКИ,Z085-00074,2022-08-30 13:43:26.254367,2020-000136,2020-02-21 12:36:40.569000,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МИР""",Юридична особа,03374758,523423423423423423423432432,65464
35,Укрдержфонд,Бюджетна субсидія на одиницю оброблюваних угідь (1 га) (Копія 1),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""на один гектар земель сільськогосподарського призначення""",Етап 3,174336,грн.,2022-08-31 07:53:58.600403,Мельник Антон Назарович,Затверджено,ЛЬВІВСЬКА ОБЛАСТЬ,МОСТИСЬКИЙ РАЙОН,ЛИПНИКИ,Z091-00076,2022-08-31 07:39:06.227959,2020-000136,2020-02-21 12:36:40.569000,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МИР""",Юридична особа,03374758,523423423423423423423432432,174336
36,Укрдержфонд,Бюджетна субсидія на одиницю оброблюваних угідь (1 га) (Копія 1),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""на один гектар земель сільськогосподарського призначення""",Етап 3,67345,грн.,2022-08-31 09:05:00.707770,Мельник Антон Назарович,Затверджено,,,,Z095-00079,2022-08-31 09:00:37.521211,2022-001064,2022-08-11 14:25:34.047663,РИБАЛКО СЕРГІЙ ВІКТОРОВИЧ,Фізична особа,2515707318,345345345345345345345345345,67345
37,Укрдержфонд,[wf 30.08] утримання корів 2-5000 / заявка+договір+реєстр,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""за утримання великої рогатої худоби (корів)""",Етап 3,55000,грн.,2022-08-31 09:17:57.218244,Мельник Антон Назарович,Затверджено,ЛЬВІВСЬКА ОБЛАСТЬ,МОСТИСЬКИЙ РАЙОН,ЛИПНИКИ,Z094-00078,2022-08-31 08:57:41.055688,2020-000136,2020-02-21 12:36:40.569000,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МИР""",Юридична особа,03374758,523423423423423423423432432,55000
38,Укрдержфонд,Бюджетна субсидія на одиницю оброблюваних угідь (1 га) (Копія 1),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""на один гектар земель сільськогосподарського призначення""",Етап 3,167400,грн.,2022-08-31 11:39:20.210758,Мельник Антон Назарович,Затверджено,ЛЬВІВСЬКА ОБЛАСТЬ,МОСТИСЬКИЙ РАЙОН,ЛИПНИКИ,Z096-00081,2022-08-31 11:12:42.509037,2020-000136,2020-02-21 12:36:40.569000,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МИР""",Юридична особа,03374758,523423423423423423423432432,167400
39,Укрдержфонд,Бюджетна субсидія на одиницю оброблюваних угідь (1 га) (Копія 1),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""на один гектар земель сільськогосподарського призначення""",Етап 3,371999.99,грн.,2022-09-01 12:34:13.142021,Мельник Антон Назарович,Затверджено,ЛЬВІВСЬКА ОБЛАСТЬ,МОСТИСЬКИЙ РАЙОН,ЛИПНИКИ,Z115-00094,2022-09-01 12:12:27.092462,2020-000136,2020-02-21 12:36:40.569000,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МИР""",Юридична особа,03374758,523423423423423423423432432,371999.99
42,Укрдержфонд,[wf 30.08] утримання корів 2-5000 / заявка+договір+реєстр,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""за утримання великої рогатої худоби (корів)""",Етап 3,82633.22,грн.,2022-09-02 08:27:30.534909,Мельник Антон Назарович,Затверджено,ЛЬВІВСЬКА ОБЛАСТЬ,МОСТИСЬКИЙ РАЙОН,ЛИПНИКИ,Z129-00105,2022-09-02 07:53:38.771712,2020-000136,2020-02-21 12:36:40.569000,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МИР""",Юридична особа,03374758,898989898898998989889989989,5700.77
42,Укрдержфонд,[wf 30.08] утримання корів 2-5000 / заявка+договір+реєстр,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""за утримання великої рогатої худоби (корів)""",Етап 3,82633.22,грн.,2022-09-02 08:27:30.534909,Мельник Антон Назарович,Затверджено,,,,Z129-00108,2022-09-02 08:04:25.164801,2020-000009,2020-02-17 10:43:02.855000,МОЛЧАН СВІТЛАНА СТЕПАНІВНА,Фізична особа,2266123662,123213213123213213213123787,4500
42,Укрдержфонд,[wf 30.08] утримання корів 2-5000 / заявка+договір+реєстр,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""за утримання великої рогатої худоби (корів)""",Етап 3,82633.22,грн.,2022-09-02 08:27:30.534909,Мельник Антон Назарович,Затверджено,ВОЛИНСЬКА ОБЛАСТЬ,ЛУЦЬКИЙ РАЙОН,РОМАНІВ,Z129-00106,2022-09-02 08:02:34.006427,2020-000018,2020-02-21 14:17:35.602000,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""РОМАНІВ""",Юридична особа,30740160,555555555555555555555555555,67867.45
42,Укрдержфонд,[wf 30.08] утримання корів 2-5000 / заявка+договір+реєстр,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""за утримання великої рогатої худоби (корів)""",Етап 3,82633.22,грн.,2022-09-02 08:27:30.534909,Мельник Антон Назарович,Затверджено,СУМСЬКА ОБЛАСТЬ,ШОСТКИНСЬКИЙ РАЙОН,КЛИШКИ,Z129-00109,2022-09-02 08:05:00.828880,2022-001034,2022-07-25 18:16:28.188120,ЖИДЧЕНКО ВАЛЕРІЙ МИКОЛАЙОВИЧ,ФОП,30869071,333333333333333333333333333,4565
44,Укрдержфонд,Бюджетна субсидія на одиницю оброблюваних угідь (1 га) (Копія 1),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""на один гектар земель сільськогосподарського призначення""",Етап 3,372000,грн.,2022-09-02 08:59:15.842210,Мельник Антон Назарович,Затверджено,ЛЬВІВСЬКА ОБЛАСТЬ,МОСТИСЬКИЙ РАЙОН,ЛИПНИКИ,Z128-00104,2022-09-02 07:51:01.376065,2020-000136,2020-02-21 12:36:40.569000,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МИР""",Юридична особа,03374758,898989898898998989889989989,372000
45,Укрдержфонд,[wf 30.08] утримання корів 2-5000 / заявка+договір+реєстр,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""за утримання великої рогатої худоби (корів)""",Етап 3,45000,грн.,2022-09-02 11:28:54.876737,Мельник Антон Назарович,Затверджено,ЛЬВІВСЬКА ОБЛАСТЬ,МОСТИСЬКИЙ РАЙОН,ЛИПНИКИ,Z135-00116,2022-09-02 10:48:01.625793,2020-000136,2020-02-21 12:36:40.569000,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МИР""",Юридична особа,03374758,898989898898998989889989989,45000
46,Укрдержфонд,Бюджетна субсидія на одиницю оброблюваних угідь (1 га) (Копія 1),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""на один гектар земель сільськогосподарського призначення""",Етап 3,67000,грн.,2022-09-02 11:32:53.373529,Мельник Антон Назарович,Затверджено,ЛЬВІВСЬКА ОБЛАСТЬ,МОСТИСЬКИЙ РАЙОН,ЛИПНИКИ,Z134-00115,2022-09-02 10:45:05.226724,2020-000136,2020-02-21 12:36:40.569000,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МИР""",Юридична особа,03374758,898989898898998989889989989,67000
99,Укрдержфонд,затв. фін. ог.,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""на один гектар земель сільськогосподарського призначення""",Етап 2,12343,грн.,2022-09-23 10:01:21.100646,Мельник Антон Назарович,Затверджено,ЛЬВІВСЬКА ОБЛАСТЬ,МОСТИСЬКИЙ РАЙОН,ЛИПНИКИ,Z198-00336,2022-09-23 09:57:58.772657,2020-000136,2020-02-21 12:36:40.569000,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МИР""",Юридична особа,03374758,523423423423423423423432432,12343
84,Укрдержфонд,Бюджетна субсидія на одиницю оброблюваних угідь (1 га) (Копія 1),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""на один гектар земель сільськогосподарського призначення""",Етап 3,5656,грн.,2022-09-14 19:28:14.083495,Мельник Антон Назарович,Затверджено,ЛЬВІВСЬКА ОБЛАСТЬ,МОСТИСЬКИЙ РАЙОН,ЛИПНИКИ,Z178-00295,2022-09-14 19:09:44.252404,2020-000136,2020-02-21 12:36:40.569000,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МИР""",Юридична особа,03374758,898989898898998989889989989,5656
94,Укрдержфонд,[wf 30.08] утримання корів 2-5000 / заявка+договір+реєстр,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""за утримання великої рогатої худоби (корів)""",Етап 3,45067,грн.,2022-09-22 17:49:39.623906,Мельник Антон Назарович,Затверджено,,,,Z190-00330,2022-09-22 17:46:23.130000,2020-000568,2020-02-06 15:46:48.981000,КРАВЧУК ВІТАЛІЙ ПЕТРОВИЧ,Фізична особа,2798407252,434243242342342342342343242,67
94,Укрдержфонд,[wf 30.08] утримання корів 2-5000 / заявка+договір+реєстр,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""за утримання великої рогатої худоби (корів)""",Етап 3,45067,грн.,2022-09-22 17:49:39.623906,Мельник Антон Назарович,Затверджено,СУМСЬКА ОБЛАСТЬ,ШОСТКИНСЬКИЙ РАЙОН,КЛИШКИ,Z190-00329,2022-09-22 17:05:22.806227,2022-001034,2022-07-25 18:16:28.188120,ЖИДЧЕНКО ВАЛЕРІЙ МИКОЛАЙОВИЧ,ФОП,30869071,333333333333333333333333333,45000
