NameProgram,TypeProgram,LegalForm,Id,Region,District,DrfoCode,CreateAt,organization,DesiredAmount,ProvidedAmount,Area,LandParcelCount,QuantityAnimal,AnimalCount
"[FINAL]Комплексне, конкурентоспроможне та економічно раціональне створення ланцюжків доданої вартості-вино-Грантова Угода ТЕСТ ",Надання грантів в рамках міжнародної фінансової допомоги,Фізична особа,9,ЛУГАНСЬКА ОБЛАСТЬ,ДОВЖАНСЬКИЙ РАЙОН,2266123662,2023-03-24,FAO,100000,1000,0.7261,1,5,5
"[FINAL]Комплексне, конкурентоспроможне та економічно раціональне створення ланцюжків доданої вартості-вино-Грантова Угода ТЕСТ (",Надання грантів в рамках міжнародної фінансової допомоги,ФОП,983,ЗАПОРІЗЬКА ОБЛАСТЬ,БЕРДЯНСЬКИЙ РАЙОН,3422509759,2023-03-29,FAO,37000,1234,5.3043,1,,0
"[FINAL]Комплексне, конкурентоспроможне та економічно раціональне створення ланцюжків доданої вартості-вино-Грантова Угода ТЕСТ (",Надання грантів в рамках міжнародної фінансової допомоги,Юридична особа,395,ВОЛИНСЬКА ОБЛАСТЬ,ЛУЦЬКИЙ РАЙОН,37029376,2023-03-29,FAO,12345,0,894.9453000000002,1252,,0
"[FINAL]Комплексне, конкурентоспроможне та економічно раціональне створення ланцюжків доданої вартості-вино-Грантова Угода ТЕСТ (",Надання грантів в рамках міжнародної фінансової допомоги,Юридична особа,396,ВОЛИНСЬКА ОБЛАСТЬ,ЛУЦЬКИЙ РАЙОН,36716772,2023-03-28,FAO,100000,25000,27.814999999999998,10,,0
"[FINAL]Комплексне, конкурентоспроможне та економічно раціональне створення ланцюжків доданої вартості-вино-Грантова Угода ТЕСТ!",Надання грантів в рамках міжнародної фінансової допомоги,Фізична особа,15,МИКОЛАЇВСЬКА ОБЛАСТЬ,БАШТАНСЬКИЙ РАЙОН,2404408042,2023-04-05,FAO,37000,1000,12.8609,3,2,2
"[FINAL]Комплексне, конкурентоспроможне та економічно раціональне створення ланцюжків доданої вартості-вино-Грантова Угода ТЕСТ!",Надання грантів в рамках міжнародної фінансової допомоги,Юридична особа,136,ЛЬВІВСЬКА ОБЛАСТЬ,ЯВОРІВСЬКИЙ РАЙОН,8337475828,2023-04-11,FAO,12312,0,129.2039,120,97,97
"[FINAL]Комплексне, конкурентоспроможне та економічно раціональне створення ланцюжків доданої вартості-вино-Грантова Угода ТЕСТ((",Надання грантів в рамках міжнародної фінансової допомоги,Фізична особа,15,МИКОЛАЇВСЬКА ОБЛАСТЬ,БАШТАНСЬКИЙ РАЙОН,2404408042,2023-04-04,FAO,10000,10000,12.8609,3,2,2
"[G2] Посилання в описі поля і тип поля ""посилання""",Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,13,ОДЕСЬКА ОБЛАСТЬ,ПОДІЛЬСЬКИЙ РАЙОН,30909920,2023-10-31,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,1230000,0,466.4522500000001,99,,0
"[G2] Посилання в описі поля і тип поля ""посилання""",Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,308,ВОЛИНСЬКА ОБЛАСТЬ,ВОЛОДИМИР-ВОЛИНСЬКИЙ РАЙОН,41692591,2023-10-31,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,3453453,0,28.075099999999996,6,,0
[LST-2] Бюджетна дотація за утримання корів,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Фізична особа,9,ЛУГАНСЬКА ОБЛАСТЬ,ДОВЖАНСЬКИЙ РАЙОН,2266123662,2023-06-16,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,10600,0,0.7261,1,5,2
[LST-2] Бюджетна дотація за утримання корів,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Фізична особа,9,ЛУГАНСЬКА ОБЛАСТЬ,ДОВЖАНСЬКИЙ РАЙОН,2266123662,2023-06-26,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,10600,0,0.7261,1,5,2
[LST-2] Бюджетна дотація за утримання корів,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,ФОП,1034,СУМСЬКА ОБЛАСТЬ,ШОСТКИНСЬКИЙ РАЙОН,477778899008888,2023-06-19,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,985800,0,1231.7339299999974,704,206,186
[LST-2] Бюджетна дотація за утримання корів,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,ФОП,1034,СУМСЬКА ОБЛАСТЬ,ШОСТКИНСЬКИЙ РАЙОН,477778899008888,2023-06-21,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,31800,0,1231.7339299999974,704,206,6
[LST-2] Бюджетна дотація за утримання корів,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,ФОП,1034,СУМСЬКА ОБЛАСТЬ,ШОСТКИНСЬКИЙ РАЙОН,477778899008888,2023-06-26,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,111300,0,1231.7339299999974,704,206,21
[LST-2] Бюджетна дотація за утримання корів,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,ФОП,3002,ХАРКІВСЬКА ОБЛАСТЬ,ХАРКІВСЬКИЙ РАЙОН,2427900718,2023-09-29,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,21200,0,10.090599999999998,8,8,4
[LST-2] Бюджетна дотація за утримання корів,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,ФОП,3002,ХАРКІВСЬКА ОБЛАСТЬ,ХАРКІВСЬКИЙ РАЙОН,2427900718,2023-10-12,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,10600.0000,0,10.090599999999998,8,8,2
[LST-2] Бюджетна дотація за утримання корів,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,ФОП,3002,ХАРКІВСЬКА ОБЛАСТЬ,ХАРКІВСЬКИЙ РАЙОН,2427900718,2023-10-16,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,21200,0,10.090599999999998,8,8,4
[LST-2] Бюджетна дотація за утримання корів,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,ФОП,3008,ІВАНО-ФРАНКІВСЬКА ОБЛАСТЬ,ВЕРХОВИНСЬКИЙ РАЙОН,2901212828,2023-06-27,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,15900,0,0.3256,1,5,3
[LST-2] Бюджетна дотація за утримання корів,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,ФОП,3268,МИКОЛАЇВСЬКА ОБЛАСТЬ,БАШТАНСЬКИЙ РАЙОН,2266922369,2023-10-19,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,31800,0,6.481,1,22,6
[LST-2] Бюджетна дотація за утримання корів,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,18,ВОЛИНСЬКА ОБЛАСТЬ,ЛУЦЬКИЙ РАЙОН,4307401607,2023-06-21,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,2655300,0,1046.1812999999993,335,1395,501
[LST-2] Бюджетна дотація за утримання корів,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,18,ВОЛИНСЬКА ОБЛАСТЬ,ЛУЦЬКИЙ РАЙОН,4307401607,2023-07-17,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,26500,0,1046.1812999999993,335,1395,5
[LST-2] Бюджетна дотація за утримання корів,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,18,ВОЛИНСЬКА ОБЛАСТЬ,ЛУЦЬКИЙ РАЙОН,4307401607,2023-11-26,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,2718900,0,1046.1812999999993,335,1395,513
[LST-2] Бюджетна дотація за утримання корів,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,136,ЛЬВІВСЬКА ОБЛАСТЬ,ЯВОРІВСЬКИЙ РАЙОН,8337475828,2023-06-26,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,53000,0,129.2039,120,97,10
[LST-2] Бюджетна дотація за утримання корів,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,136,ЛЬВІВСЬКА ОБЛАСТЬ,ЯВОРІВСЬКИЙ РАЙОН,8337475828,2023-10-13,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,180200.0000,0,129.2039,33,97,34
[LST-2] Бюджетна субсидія на одиницю корів і землі,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,ФОП,3002,ХАРКІВСЬКА ОБЛАСТЬ,ХАРКІВСЬКИЙ РАЙОН,2427900718,2023-10-12,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,11.3721,0,10.090599999999998,3,8,4
[LST-2] Бюджетна субсидія на одиницю корів і землі,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,ФОП,3002,ХАРКІВСЬКА ОБЛАСТЬ,ХАРКІВСЬКИЙ РАЙОН,2427900718,2023-10-16,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,7.5,0,10.090599999999998,2,8,2
[LST-2] Бюджетна субсидія на одиницю корів і землі,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,136,ЛЬВІВСЬКА ОБЛАСТЬ,ЯВОРІВСЬКИЙ РАЙОН,8337475828,2023-10-18,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,143.1124,0,129.2039,45,97,44
[LST-2] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Фізична особа,9,ЛУГАНСЬКА ОБЛАСТЬ,ДОВЖАНСЬКИЙ РАЙОН,2266123662,2023-06-19,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,6200,0,0.7261,2,5,5
[LST-2] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Фізична особа,9,ЛУГАНСЬКА ОБЛАСТЬ,ДОВЖАНСЬКИЙ РАЙОН,2266123662,2023-06-26,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,19300.91,0,0.7261,2,5,5
[LST-2] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,ФОП,1034,СУМСЬКА ОБЛАСТЬ,ШОСТКИНСЬКИЙ РАЙОН,477778899008888,2023-06-21,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,6409.87,0,1231.7339299999974,2,206,206
[LST-2] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,ФОП,1034,СУМСЬКА ОБЛАСТЬ,ШОСТКИНСЬКИЙ РАЙОН,477778899008888,2023-06-26,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,17386.97,0,1231.7339299999974,9,206,206
[LST-2] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,ФОП,1034,СУМСЬКА ОБЛАСТЬ,ШОСТКИНСЬКИЙ РАЙОН,477778899008888,2023-07-03,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,953663.8500,0,1231.7339299999974,324,206,206
[LST-2] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,ФОП,2880,ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ,ДНІПРОВСЬКИЙ РАЙОН,3332801174,2023-06-27,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,6079.1,0,2.0112,1,,0
[LST-2] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,ФОП,3002,ХАРКІВСЬКА ОБЛАСТЬ,ХАРКІВСЬКИЙ РАЙОН,2427900718,2023-09-29,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,36108.1800,0,10.090599999999998,7,8,8
[LST-2] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,ФОП,3002,ХАРКІВСЬКА ОБЛАСТЬ,ХАРКІВСЬКИЙ РАЙОН,2427900718,2023-10-09,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,30425.88,0,10.090599999999998,6,8,8
[LST-2] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,ФОП,3002,ХАРКІВСЬКА ОБЛАСТЬ,ХАРКІВСЬКИЙ РАЙОН,2427900718,2023-10-12,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,18797.7800,0,10.090599999999998,3,8,8
[LST-2] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,ФОП,3002,ХАРКІВСЬКА ОБЛАСТЬ,ХАРКІВСЬКИЙ РАЙОН,2427900718,2023-10-16,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,30425.8800,0,10.090599999999998,6,8,8
[LST-2] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,ФОП,3003,ЛЬВІВСЬКА ОБЛАСТЬ,ЛЬВІВСЬКИЙ РАЙОН,2984109730,2023-07-04,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,5768.4800,0,4.7931,3,41,41
[LST-2] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,18,ВОЛИНСЬКА ОБЛАСТЬ,ЛУЦЬКИЙ РАЙОН,4307401607,2023-11-26,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,724970.9600,0,1046.1812999999993,122,1395,1395
[LST-2] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,136,ЛЬВІВСЬКА ОБЛАСТЬ,ЯВОРІВСЬКИЙ РАЙОН,8337475828,2023-06-21,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,323211.5800,0,129.2039,110,97,97
[LST-2] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,136,ЛЬВІВСЬКА ОБЛАСТЬ,ЯВОРІВСЬКИЙ РАЙОН,8337475828,2023-06-26,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,337569.2300,44440,129.2039,114,97,194
[LST-2] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,136,ЛЬВІВСЬКА ОБЛАСТЬ,ЯВОРІВСЬКИЙ РАЙОН,8337475828,2023-07-17,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,97859.87,0,129.2039,32,97,97
[LST-2] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,308,ВОЛИНСЬКА ОБЛАСТЬ,ВОЛОДИМИР-ВОЛИНСЬКИЙ РАЙОН,41692591,2023-10-23,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,44669.7600,0,28.075099999999996,6,,0
[LST-2] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,396,ВОЛИНСЬКА ОБЛАСТЬ,ЛУЦЬКИЙ РАЙОН,36716772,2023-11-28,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,37725.4500,0,27.814999999999998,6,,0
[LST-2] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,596,ВОЛИНСЬКА ОБЛАСТЬ,КОВЕЛЬСЬКИЙ РАЙОН,6663736842,2023-07-17,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,12696.67,0,4.0957,1,1419,1419
[LST-2] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,3150,ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ,КРИВОРІЗЬКИЙ РАЙОН,3711103958,2023-08-07,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,335141.00,0,108.10999999999999,12,,0
[LST-2] Бюджетна субсидія на одиницю оброблюваних угідь (1 га) (Копія 2) (Копія 2) (Копія 2) (Копія 1),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Фізична особа,9,ЛУГАНСЬКА ОБЛАСТЬ,ДОВЖАНСЬКИЙ РАЙОН,2266123662,2023-06-23,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,0.7261,1,5,5
[LST-2] Бюджетна субсидія на одиницю оброблюваних угідь (1 га) (Копія 2) (Копія 2) (Копія 2) (Копія 4),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,308,ВОЛИНСЬКА ОБЛАСТЬ,ВОЛОДИМИР-ВОЛИНСЬКИЙ РАЙОН,41692591,2023-06-26,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,456456,0,28.075099999999996,12,,0
[LST],Пряме субсидування з Державного Бюджету,ФОП,3002,ХАРКІВСЬКА ОБЛАСТЬ,ХАРКІВСЬКИЙ РАЙОН,2427900718,2023-10-30,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,130046.1000,0,10.090599999999998,6,8,8
[LST],Пряме субсидування з Державного Бюджету,Юридична особа,396,ВОЛИНСЬКА ОБЛАСТЬ,ЛУЦЬКИЙ РАЙОН,36716772,2023-10-25,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,365342.250,0,27.814999999999998,9,,0
[LST] Бюджетна дотація за утримання корів,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Фізична особа,9,ЛУГАНСЬКА ОБЛАСТЬ,ДОВЖАНСЬКИЙ РАЙОН,2266123662,2023-06-09,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,21200,0,0.7261,1,5,5
[LST] Бюджетна дотація за утримання корів,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Фізична особа,9,ЛУГАНСЬКА ОБЛАСТЬ,ДОВЖАНСЬКИЙ РАЙОН,2266123662,2023-11-26,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,123,0,0.7261,1,5,2
[LST] Бюджетна дотація за утримання корів,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Фізична особа,15,МИКОЛАЇВСЬКА ОБЛАСТЬ,БАШТАНСЬКИЙ РАЙОН,2404408042,2023-05-18,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,45000,0,12.8609,3,2,2
[LST] Бюджетна дотація за утримання корів,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,ФОП,3002,ХАРКІВСЬКА ОБЛАСТЬ,ХАРКІВСЬКИЙ РАЙОН,2427900718,2023-10-16,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,906666,0,10.090599999999998,8,8,4
[LST] Бюджетна дотація за утримання корів,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,18,ВОЛИНСЬКА ОБЛАСТЬ,ЛУЦЬКИЙ РАЙОН,4307401607,2023-04-25,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,12312,0,1046.1812999999993,335,1395,1395
[LST] Бюджетна дотація за утримання корів,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,18,ВОЛИНСЬКА ОБЛАСТЬ,ЛУЦЬКИЙ РАЙОН,4307401607,2023-11-03,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,45654,0,1046.1812999999993,122,1395,513
[LST] Бюджетна дотація за утримання корів,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,136,ЛЬВІВСЬКА ОБЛАСТЬ,ЯВОРІВСЬКИЙ РАЙОН,8337475828,2023-03-30,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,12312,0,129.2039,120,97,97
[LST] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Фізична особа,9,ЛУГАНСЬКА ОБЛАСТЬ,ДОВЖАНСЬКИЙ РАЙОН,2266123662,2023-05-24,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,100000,0,0.7261,1,5,5
[LST] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Фізична особа,9,ЛУГАНСЬКА ОБЛАСТЬ,ДОВЖАНСЬКИЙ РАЙОН,2266123662,2023-06-16,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,500000,0,0.7261,1,5,5
[LST] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,ФОП,983,ЗАПОРІЗЬКА ОБЛАСТЬ,БЕРДЯНСЬКИЙ РАЙОН,3422509759,2023-06-16,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,123213,0,5.3043,1,,0
[LST] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,ФОП,1034,СУМСЬКА ОБЛАСТЬ,ШОСТКИНСЬКИЙ РАЙОН,477778899008888,2023-06-09,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,56000,0,1231.7339299999974,704,206,206
[LST] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,ФОП,2831,СУМСЬКА ОБЛАСТЬ,СУМСЬКИЙ РАЙОН,3359714431,2023-04-11,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,132123132,0,144.9255,50,,0
[LST] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,ФОП,2840,ВІННИЦЬКА ОБЛАСТЬ,ВІННИЦЬКИЙ РАЙОН,2285425327,2023-06-12,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,23400,0,34.109399999999994,25,3,3
[LST] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,ФОП,2868,ХАРКІВСЬКА ОБЛАСТЬ,ЛОЗІВСЬКИЙ РАЙОН,2038200754,2023-04-25,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,123123,0,72.9328,15,13,13
[LST] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,ФОП,2880,ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ,ДНІПРОВСЬКИЙ РАЙОН,3332801174,2023-06-27,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,234234,0,2.0112,2,,0
[LST] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,ФОП,3002,ХАРКІВСЬКА ОБЛАСТЬ,ХАРКІВСЬКИЙ РАЙОН,2427900718,2023-10-12,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,345345,0,10.090599999999998,6,8,8
[LST] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,ФОП,3002,ХАРКІВСЬКА ОБЛАСТЬ,ХАРКІВСЬКИЙ РАЙОН,2427900718,2023-10-16,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,56000,0,10.090599999999998,6,8,8
[LST] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,13,ОДЕСЬКА ОБЛАСТЬ,ПОДІЛЬСЬКИЙ РАЙОН,30909920,2023-06-13,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,234234,0,466.4522500000001,96,,0
[LST] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,13,ОДЕСЬКА ОБЛАСТЬ,ПОДІЛЬСЬКИЙ РАЙОН,30909920,2023-06-16,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,234324,0,466.4522500000001,122,,0
[LST] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,18,ВОЛИНСЬКА ОБЛАСТЬ,ЛУЦЬКИЙ РАЙОН,4307401607,2023-04-05,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,9300,0,1046.1812999999993,335,1395,1395
[LST] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,18,ВОЛИНСЬКА ОБЛАСТЬ,ЛУЦЬКИЙ РАЙОН,4307401607,2023-06-08,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,10000,0,1046.1812999999993,335,1395,1395
[LST] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,18,ВОЛИНСЬКА ОБЛАСТЬ,ЛУЦЬКИЙ РАЙОН,4307401607,2023-11-26,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,12321123,0,1046.1812999999993,122,1395,1172
[LST] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,136,ЛЬВІВСЬКА ОБЛАСТЬ,ЯВОРІВСЬКИЙ РАЙОН,8337475828,2023-03-22,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,234000,0,129.2039,120,97,97
[LST] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,136,ЛЬВІВСЬКА ОБЛАСТЬ,ЯВОРІВСЬКИЙ РАЙОН,8337475828,2023-04-12,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,7897,0,129.2039,120,97,97
[LST] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,136,ЛЬВІВСЬКА ОБЛАСТЬ,ЯВОРІВСЬКИЙ РАЙОН,8337475828,2023-05-18,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,234234,0,129.2039,120,97,97
[LST] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,136,ЛЬВІВСЬКА ОБЛАСТЬ,ЯВОРІВСЬКИЙ РАЙОН,8337475828,2023-06-09,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,572313,0,129.2039,240,97,194
[LST] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,136,ЛЬВІВСЬКА ОБЛАСТЬ,ЯВОРІВСЬКИЙ РАЙОН,8337475828,2023-10-13,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,56000,0,129.2039,34,97,97
